210X1,210X11,210X16,210X36,210X104,210X106,210X118,210X156,210X167,210X190,210X193,220X33,220X163,220X166,311X25,311X26,311X74,311X86,311X87,311X88,311X90,311X182,311X183,311X184,311X189,311X211,312X51,312X129,340X109,360X896,360X1245,420X31,420X97,420X205,520X144,520X246,520X345,520X351,520X353,750X368,750X582
102.05,40.88,0.085,445,5732.3,5731.1,66.275,70.295,65.775,23.1,0.35,1106,0.359174,-0.543532,14173,14173,6.0,9.8,9.3,9.8,9.6,1,37.8,38.6,55.3,5.0,334.0,32.6,49580,4.05,88.82,7008.0,8.7,1436.0,65051,65051,65053.0,65035.0,65053,62.46,0.687
102.0,40.89,0.085,445,5732.0,5730.9,66.345,70.485,65.745,23.8,0.34,1106,0.350622,-0.552092,4882,4882,6.8,8.6,8.1,8.6,8.6,1,37.8,38.6,50.4,5.2,311.0,33.3,49580,4.05,88.83,525.0,8.7,1333.0,65052,65052,65054.0,65036.0,65054,62.46,0.688
100.95,41.04,0.083,445,5738.3,5736.4,66.345,70.47,65.615,32.1,0.16,1090,0.380554,-0.466496,5815,5842,7.2,8.4,8.0,8.4,8.0,4,38.7,39.5,50.9,4.89,331.0,32.7,49588,3.91,88.19,7158.0,8.6,1436.0,65025,65025,65027.0,65009.0,65027,65.34,0.709
100.95,41.06,0.083,445,5738.3,5738.2,66.32,70.62,65.725,30.7,0.23,1090,0.380554,-0.466496,14343,14343,6.2,9.7,9.4,9.7,9.6,4,37.8,38.6,57.0,4.75,314.0,33.7,49588,3.91,88.19,2558.0,8.8,1402.0,65026,65026,65028.0,65010.0,65028,65.33,0.709
101.0,41.06,0.084,445,5738.4,5738.4,66.35,70.65,65.69,29.1,0.26,1090,0.380554,-0.466496,5052,5052,6.5,9.3,8.6,9.3,9.1,4,37.8,38.6,52.4,4.84,339.0,34.6,49589,3.9,88.27,7159.0,8.5,1377.0,65027,65027,65029.0,65011.0,65029,65.33,0.708
99.41,14.36,0.08,460,5741.8,5737.1,159.315,167.915,167.295,48.0,0.01,1139,0.384829,-0.496455,5068,5068,6.9,8.9,8.4,8.9,8.8,6,37.8,38.6,52.7,4.84,363.0,33.4,32194,4.03,88.48,7183.0,8.6,1377.0,27369,27370,27370.0,27346.0,27370,61.12,0.69
99.97,24.89,0.071,420,5734.0,5740.7,126.91,134.31,124.545,45.9,0.03,1139,0.380554,-0.492175,5832,5859,7.3,8.8,8.4,8.8,8.4,7,38.7,39.5,53.4,4.73,361.0,32.8,32194,4.03,88.48,2583.0,8.8,1695.0,27370,27371,27371.0,27347.0,27371,61.12,0.689
98.97,24.95,0.073,420,5743.5,5749.7,101.13,134.47,125.005,49.8,0.05,1140,0.372002,-0.530693,5060,5060,7.5,9.0,8.4,9.0,8.9,5,37.8,38.6,52.1,4.95,349.0,32.0,32183,4.04,88.77,7171.0,8.3,1431.0,27345,27346,27346.0,27322.0,27346,61.07,0.684
99.6,14.38,0.08,460,5740.6,5736.5,158.945,167.965,167.585,47.6,0.0,1140,0.36345,-0.530693,5824,5851,7.0,8.3,8.0,8.3,8.1,6,38.7,39.5,50.6,4.95,355.0,34.3,32183,4.01,88.75,2571.0,8.7,1402.0,27346,27347,27347.0,27323.0,27347,61.07,0.684
99.03,24.98,0.073,420,5744.0,5749.7,127.415,134.775,124.9,49.8,0.03,1139,0.367726,-0.526413,14352,14352,6.5,10.0,9.5,10.0,10.1,6,37.8,38.6,54.8,4.87,357.0,31.4,32183,4.01,88.71,7172.0,8.4,1387.0,27347,27348,27348.0,27324.0,27348,61.07,0.686
98.97,24.95,0.073,420,5743.3,5750.1,127.275,134.44,124.855,49.9,0.03,1139,0.372002,-0.530693,5827,5854,7.3,8.2,7.8,8.2,8.1,2,38.7,39.5,51.8,4.92,363.0,34.2,32184,4.02,88.56,7176.0,8.7,1387.0,27355,27356,27356.0,27332.0,27356,61.07,0.689
101.35,24.69,0.067,430,5739.6,5736.2,185.82,196.915,190.515,55.0,0.04,1248,-0.389105,-0.423698,15342,15342,6.1,9.5,9.4,9.6,9.7,2,37.8,38.6,54.5,4.85,328.0,33.5,50966,3.75,87.14,8247.0,8.4,1280.0,65761,65761,65763.0,65745.0,65763,72.22,0.724
101.3,25.2,0.067,435,5736.0,5738.0,189.53,200.155,194.6,52.4,0.02,1248,-0.376278,-0.453657,15334,15334,6.0,9.4,9.2,9.5,9.0,1,37.8,38.6,56.3,4.81,320.0,32.6,50958,3.78,87.1,8235.0,8.7,1231.0,65736,65736,65738.0,65720.0,65738,72.2,0.724
100.85,25.2,0.067,435,5736.2,5736.7,189.29,200.405,194.435,52.4,0.01,1248,-0.380554,-0.445097,6033,6033,6.5,7.9,8.0,8.5,8.1,1,37.8,38.6,50.4,5.14,330.0,32.6,50958,3.78,87.1,3592.0,8.8,1602.0,65737,65737,65739.0,65721.0,65739,72.22,0.724
100.95,25.12,0.066,435,5736.7,5736.9,188.855,200.05,194.1,52.7,0.03,1248,-0.380554,-0.445097,15338,15338,6.2,9.8,9.5,9.8,9.7,5,37.8,38.6,54.9,4.84,328.0,33.6,50962,3.83,87.26,8241.0,8.6,1226.0,65748,65748,65750.0,65732.0,65750,72.22,0.723
101.55,25.15,0.066,435,5737.3,5737.2,189.175,199.665,194.075,52.8,0.03,1248,-0.380554,-0.445097,6037,6037,6.9,9.0,8.5,9.0,9.0,5,37.8,38.6,52.1,4.98,339.0,35.7,50962,3.82,87.26,3598.0,8.7,1621.0,65749,65749,65751.0,65733.0,65751,72.2,0.723
101.2,25.12,0.066,435,5736.8,5737.2,189.24,199.875,193.75,52.9,0.03,1248,-0.380554,-0.432258,15340,15340,6.1,9.6,9.5,10.3,9.3,7,37.8,38.6,55.7,4.65,328.0,34.3,50964,3.82,87.29,8244.0,8.7,1280.0,65754,65754,65756.0,65738.0,65756,72.22,0.724
101.2,25.12,0.066,435,5736.9,5737.0,189.135,200.445,194.265,53.0,0.03,1248,-0.380554,-0.432258,6039,6039,6.7,8.4,8.5,8.9,8.8,7,37.8,38.6,51.7,4.96,339.0,33.9,50964,3.82,87.29,3601.0,8.9,1553.0,65755,65755,65757.0,65739.0,65757,72.22,0.723
100.85,25.12,0.066,435,5737.7,5737.0,188.93,200.04,193.73,53.2,0.02,1248,-0.389105,-0.427978,6741,6768,7.3,8.0,7.9,8.1,8.3,2,38.7,39.5,52.3,4.85,339.0,34.3,50966,3.83,87.26,3603.0,8.6,1304.0,65759,65759,65761.0,65743.0,65761,72.22,0.723
102.0,40.81,0.084,445,5730.1,5730.8,66.255,70.595,65.89,25.8,0.21,1148,0.376278,-0.543532,14360,14360,5.9,9.8,9.6,9.8,9.8,7,37.8,38.6,57.7,4.67,344.0,28.4,49661,4.03,88.6,9711.0,9.4,1114.0,65194,65194,65196.0,65178.0,65196,57.34,0.703
101.95,40.83,0.084,445,5730.6,5730.8,66.385,70.155,65.91,25.1,0.27,1148,0.36345,-0.539252,5069,5069,6.8,8.5,8.6,9.1,9.0,7,37.8,38.6,52.9,4.81,335.0,35.4,49662,4.02,88.61,7120.0,8.6,1431.0,65195,65195,65197.0,65179.0,65197,57.34,0.703
98.84,14.36,0.081,460,5745.8,5741.2,158.715,167.78,167.37,45.7,0.01,1106,0.384829,-0.530693,5751,5778,7.0,8.7,8.4,8.7,8.7,5,38.7,39.5,51.5,4.73,363.0,33.0,49822,3.83,87.98,7313.0,8.6,1377.0,65296,65296,65298.0,65280.0,65298,65.33,0.704
98.94,14.35,0.081,460,5744.6,5741.2,158.675,167.655,166.425,46.3,0.0,1107,0.354898,-0.547812,5743,5770,7.1,7.9,7.8,8.0,8.4,4,38.7,39.5,50.2,5.01,352.0,33.3,49801,3.86,87.88,7301.0,8.5,1387.0,65272,65272,65274.0,65256.0,65274,65.33,0.693
98.89,14.36,0.081,460,5745.1,5740.8,158.675,168.0,166.455,46.2,0.0,1107,0.350622,-0.539252,14156,14156,6.2,10.2,9.6,10.2,9.9,4,37.8,38.6,55.1,4.81,359.0,31.8,49802,3.86,87.88,2695.0,8.7,1553.0,65273,65273,65275.0,65257.0,65275,65.33,0.693
98.88,14.36,0.081,460,5745.5,5741.0,158.565,168.03,166.96,45.6,0.0,1106,0.346347,-0.543532,14159,14159,6.1,9.8,9.5,10.2,9.5,7,37.8,38.6,57.5,4.7,363.0,32.7,49817,3.84,88.03,7306.0,8.5,1377.0,65282,65282,65284.0,65266.0,65284,65.33,0.701
101.6,40.33,0.085,435,5738.8,5737.8,65.11,69.2,64.545,31.7,0.37,1164,0.5603,0.492356,5085,5085,6.7,9.0,8.6,9.0,8.7,2,37.8,38.6,51.5,5.01,364.0,34.7,49749,4.03,88.32,7251.0,8.6,1387.0,65523,65523,65525.0,65507.0,65525,59.61,0.695
101.6,40.31,0.086,435,5739.1,5737.9,65.09,68.975,64.395,30.5,0.35,1163,0.556087,0.496564,5849,5876,6.9,8.2,8.1,8.2,7.9,3,38.7,39.5,50.9,4.93,364.0,31.5,49749,4.03,88.33,2648.0,8.9,1748.0,65524,65524,65526.0,65508.0,65526,59.61,0.694
101.7,40.35,0.086,435,5738.3,5737.8,65.18,68.92,64.58,28.3,0.35,1164,0.568726,0.496564,5077,5077,6.7,8.2,8.2,8.4,8.3,1,37.8,38.6,50.9,5.1,348.0,32.5,49741,4.04,88.45,7239.0,8.6,1431.0,65499,65499,65501.0,65483.0,65501,59.61,0.688
101.7,40.34,0.086,435,5738.7,5737.3,64.91,68.865,64.505,27.3,0.39,1164,0.556087,0.492356,5841,5868,7.2,8.2,7.9,8.2,8.3,2,38.7,39.5,50.6,4.94,355.0,34.2,49741,4.04,88.45,2636.0,8.9,1451.0,65500,65500,65502.0,65484.0,65502,59.61,0.689
101.7,40.34,0.085,435,5738.7,5737.8,65.02,68.9,64.63,29.5,0.34,1164,0.5603,0.496564,14372,14372,6.0,9.8,9.5,9.8,10.0,5,37.8,38.6,54.0,4.96,362.0,31.6,49745,4.03,88.33,2641.0,9.0,1700.0,65510,65510,65512.0,65494.0,65512,59.61,0.693
102.0,40.77,0.086,445,5730.4,5731.4,66.14,70.14,65.605,16.4,0.36,1098,0.367726,-0.517854,14385,14385,5.9,10.1,9.5,10.1,9.8,4,37.8,38.6,54.6,4.83,345.0,32.3,49783,3.87,88.03,17772.0,9.6,1382.0,65101,65101,65103.0,65085.0,65103,67.58,0.695
102.05,40.77,0.087,445,5730.6,5731.0,66.25,70.395,65.555,17.1,0.35,1098,0.372002,-0.505014,5094,5094,6.7,9.2,8.6,9.2,8.8,4,37.8,38.6,52.3,4.91,345.0,34.6,49784,3.87,88.02,9750.0,9.8,1162.0,65102,65102,65104.0,65086.0,65104,67.58,0.694
101.1,26.97,0.066,425,5747.7,5735.9,183.54,194.435,188.11,51.7,0.01,167,-0.52684,0.167128,1374,1374,6.6,8.8,8.6,8.8,9.0,10,37.1,37.9,53.6,4.74,338.0,35.7,44792,3.59,78.35,6594.0,9.6,1529.0,54408,54408,54410.0,54392.0,54410,74.43,0.339
101.15,26.99,0.065,425,5747.3,5736.5,183.6,194.145,188.505,50.5,0.02,168,-0.561106,0.151211,1366,1366,6.7,8.5,8.1,8.5,8.5,2,37.1,37.9,51.5,5.03,334.0,31.7,44784,3.62,78.32,6586.0,9.2,1626.0,54383,54383,54385.0,54367.0,54385,74.43,0.337
100.2,15.45,0.079,440,5737.9,5733.5,161.82,171.46,171.05,46.6,0.01,168,-0.53969,0.167128,2149,2149,9.5,6.9,6.5,6.9,7.1,1,36.3,37.1,54.7,4.36,339.0,34.8,44787,3.59,78.36,2608.0,8.8,1333.0,54393,54393,54395.0,54377.0,54395,74.43,0.337
100.1,15.45,0.079,440,5738.3,5734.3,161.825,170.755,170.745,46.6,0.01,167,-0.548256,0.167128,5315,5315,6.6,8.1,7.6,8.1,8.2,10,37.1,37.9,50.8,4.73,339.0,35.9,44788,3.6,78.35,14241.0,9.5,1700.0,54395,54395,54397.0,54379.0,54397,74.41,0.338
100.04,14.76,0.081,435,5743.8,5740.5,157.52,165.87,165.525,48.5,0.01,173,-0.543973,0.175086,2185,2185,9.4,6.9,6.4,6.9,6.5,1,36.3,37.1,54.4,4.44,329.0,32.3,44752,3.27,78.2,14229.0,9.3,1441.0,17628,17629,17629.0,17607.0,17629,71.98,0.325
90.25,22.89,0.076,435,5734.5,5738.8,109.985,116.25,133.72,73.6,0.01,173,-0.543973,0.175086,5350,5350,6.8,7.4,7.0,7.4,7.3,1,37.1,37.9,49.7,4.93,336.0,33.3,44753,3.27,78.2,6578.0,9.5,1534.0,17629,17630,17630.0,17608.0,17630,71.98,0.326
100.0,14.78,0.08,435,5743.2,5740.3,157.445,165.75,165.555,48.5,0.0,173,-0.543973,0.167128,1401,1401,6.6,8.6,8.0,8.6,8.4,1,37.1,37.9,51.6,5.04,338.0,35.8,44753,3.27,78.2,2597.0,9.0,1534.0,17630,17631,17631.0,17609.0,17631,71.98,0.325
100.04,14.76,0.081,435,5743.4,5740.3,157.0,165.91,165.645,48.4,0.02,173,-0.531123,0.151211,5353,5353,7.0,7.6,7.3,7.8,7.8,4,37.1,37.9,51.4,4.88,337.0,33.1,44756,3.27,78.2,6581.0,9.5,1626.0,17639,17640,17640.0,17618.0,17640,71.98,0.329
90.15,22.73,0.076,435,5734.6,5740.6,109.69,116.06,133.885,73.5,0.02,173,-0.52684,0.151211,1404,1404,6.5,7.9,8.0,8.3,8.5,4,37.1,37.9,52.8,4.82,336.0,33.3,44756,3.27,78.2,2600.0,8.9,1382.0,17640,17641,17641.0,17619.0,17641,71.98,0.329
90.16,22.73,0.076,435,5733.9,5740.5,109.825,115.95,133.79,73.4,0.02,173,-0.531123,0.159169,5354,5354,7.4,7.6,7.4,7.6,7.9,5,37.1,37.9,51.0,4.97,339.0,35.8,44757,3.27,78.2,6582.0,9.5,1626.0,17642,17643,17643.0,17621.0,17643,71.98,0.329
101.15,14.95,0.079,435,5732.7,5730.7,158.6,167.67,167.1,46.1,0.01,126,-0.496857,0.159169,1875,1875,9.8,7.3,7.0,7.4,7.7,5,36.3,37.1,54.0,4.34,,,44270,3.42,79.17,13972.0,9.5,1641.0,56273,56273,56275.0,56257.0,56275,72.76,0.313
90.64,23.11,0.077,435,5728.5,5735.5,111.065,117.195,135.245,69.3,0.02,126,-0.509707,0.151211,1215,1242,6.9,8.1,7.8,8.2,8.0,5,38.7,39.5,51.8,4.96,0.0,0.0,44270,3.42,79.17,6328.0,9.5,1582.0,56274,56274,56276.0,56258.0,56276,72.76,0.313
101.25,14.97,0.08,435,5732.5,5729.7,158.585,167.595,167.7,45.8,0.02,127,-0.582522,0.159169,1867,1867,9.5,7.9,7.4,7.9,7.7,6,36.3,37.1,53.2,4.58,,,44257,3.43,79.23,13964.0,9.6,1636.0,56249,56249,56251.0,56233.0,56251,72.76,0.305
90.73,23.18,0.078,435,5727.7,5735.2,111.34,117.675,135.2,67.9,0.02,127,-0.569673,0.159169,1207,1234,6.8,8.4,8.2,8.4,8.2,6,38.7,39.5,53.0,4.77,,,44258,3.43,79.24,6320.0,9.8,1382.0,56250,56250,56252.0,56234.0,56252,72.76,0.308
101.2,14.97,0.08,435,5732.4,5729.6,158.645,106.41,167.03,45.8,0.01,127,-0.569673,0.143252,5023,5023,6.9,8.0,7.6,8.0,7.9,6,37.1,37.9,49.5,4.97,,,44259,3.43,79.24,2359.0,9.1,1241.0,56251,56251,56253.0,56235.0,56253,72.76,0.308
101.2,14.97,0.08,435,5732.7,5730.6,158.65,167.46,167.34,45.9,0.01,127,-0.543973,0.151211,1871,1871,9.8,6.9,6.5,6.9,6.9,1,36.3,37.1,54.1,4.39,328.0,35.9,44269,3.43,79.18,13968.0,9.3,1656.0,56261,56261,56263.0,56245.0,56263,72.76,0.311
90.66,23.11,0.078,435,5728.9,5734.9,111.07,117.68,135.085,68.5,0.02,127,-0.53969,0.151211,1211,1238,6.8,8.2,7.7,8.2,7.7,1,38.7,39.5,51.7,4.97,,,44270,3.42,79.18,6324.0,9.4,1534.0,56262,56262,56264.0,56246.0,56264,72.76,0.312
101.2,14.96,0.08,435,5732.7,5729.7,158.505,167.46,166.885,45.9,0.01,127,-0.53969,0.167128,5027,5027,6.7,7.6,7.0,7.6,7.1,1,37.1,37.9,49.1,4.98,,,44270,3.42,79.13,2363.0,8.9,1436.0,56263,56263,56265.0,56247.0,56265,72.76,0.312
90.63,23.09,0.077,435,5729.9,5735.4,111.28,117.445,135.27,69.2,0.02,126,-0.496857,0.159169,5030,5030,7.1,7.7,7.5,7.7,7.7,4,37.1,37.9,50.5,4.98,,,44270,3.43,79.17,2366.0,9.0,1587.0,56272,56272,56274.0,56256.0,56274,72.76,0.314
101.25,14.97,0.08,435,5732.5,5730.3,159.55,168.055,167.225,45.7,0.01,125,0.471158,0.175086,1301,1328,7.0,8.5,8.1,8.5,8.5,4,38.7,39.5,52.4,4.77,352.0,32.7,44252,3.37,79.06,13999.0,9.1,1651.0,56247,56247,56249.0,56231.0,56249,73.69,0.318
90.72,23.15,0.078,435,5728.4,5733.8,111.205,117.265,134.91,67.8,0.02,125,0.475441,0.159169,1258,1258,7.0,8.9,8.9,9.4,9.1,13,37.1,37.9,53.3,4.79,340.0,34.3,44252,3.38,79.07,6355.0,9.3,1578.0,56248,56248,56250.0,56232.0,56250,73.7,0.318
101.3,14.99,0.08,435,5731.9,5730.3,159.215,168.27,167.325,45.3,0.02,125,0.565389,0.151211,5111,5111,6.8,7.7,7.6,8.2,7.6,9,37.1,37.9,50.3,4.8,349.0,33.3,44252,3.38,79.07,13991.0,9.1,1441.0,56223,56223,56225.0,56207.0,56225,73.7,0.315
90.92,23.34,0.078,435,5726.9,5734.4,111.29,117.43,135.22,69.4,0.01,125,0.569673,0.143252,1250,1250,6.7,8.4,8.2,8.4,8.4,5,37.1,37.9,53.3,4.77,339.0,32.8,44252,3.38,79.07,6347.0,9.4,1284.0,56224,56224,56226.0,56208.0,56226,73.7,0.315
101.3,15.0,0.079,435,5731.7,5729.0,159.2,168.06,166.89,45.4,0.0,125,0.548256,0.143252,1955,1955,9.5,7.2,6.7,7.2,7.2,1,36.3,37.1,54.8,4.32,351.0,32.4,44252,3.38,79.09,2383.0,8.7,1436.0,56225,56225,56227.0,56209.0,56227,73.69,0.315
101.25,14.98,0.08,435,5732.1,5729.2,159.015,167.915,167.445,45.5,0.01,125,0.505424,0.151211,5115,5115,6.7,8.7,8.0,8.7,8.2,13,37.1,37.9,51.7,4.8,353.0,32.6,44252,3.38,79.11,13995.0,9.3,1641.0,56235,56235,56237.0,56219.0,56237,73.69,0.317
90.76,23.19,0.078,435,5728.4,5734.6,111.115,117.51,135.17,68.0,0.01,125,0.505424,0.151211,1254,1254,7.0,9.1,8.6,9.1,9.4,9,37.1,37.9,53.4,4.79,340.0,35.8,44252,3.38,79.11,6351.0,9.5,1578.0,56236,56236,56238.0,56220.0,56238,73.7,0.317
101.2,14.98,0.079,435,5732.2,5729.2,159.465,167.435,167.63,45.5,0.01,125,0.496857,0.143252,1959,1959,9.7,7.6,7.4,7.8,7.9,5,36.3,37.1,54.0,4.43,354.0,32.8,44252,3.38,79.09,2387.0,8.8,1289.0,56237,56237,56239.0,56221.0,56239,73.7,0.317
101.2,14.98,0.08,435,5732.4,5729.5,158.75,167.805,167.29,45.6,0.01,125,0.479724,0.167128,1257,1257,7.2,9.2,8.9,9.2,9.3,12,37.1,37.9,53.3,4.77,352.0,32.7,44252,3.38,79.1,6354.0,9.2,1431.0,56245,56245,56247.0,56229.0,56247,73.69,0.318
100.2,14.91,0.079,435,5731.3,5730.1,158.745,167.275,166.27,41.1,0.0,173,-0.573956,0.167128,5244,5244,6.6,7.8,7.5,8.1,7.2,8,37.1,37.9,50.5,5.01,,,44374,3.5,79.0,6444.0,9.6,1631.0,56856,56856,56858.0,56840.0,56858,70.81,0.349
89.84,22.77,0.076,435,5737.6,5743.7,110.085,116.285,134.075,72.3,0.01,173,-0.591089,0.159169,5236,5236,6.7,7.7,7.4,7.8,7.8,9,37.1,37.9,51.7,4.76,,,44374,3.52,78.92,14083.0,9.4,1690.0,56832,56832,56834.0,56816.0,56834,70.81,0.338
89.84,22.73,0.076,435,5737.3,5743.3,110.115,116.31,134.085,72.3,0.02,173,-0.569673,0.159169,1425,1452,6.8,7.7,7.4,7.7,7.9,1,38.7,39.5,52.2,4.88,,,44374,3.51,79.0,2429.0,8.7,1387.0,56834,56834,56836.0,56818.0,56836,70.81,0.341
100.15,14.92,0.079,435,5731.5,5729.9,158.84,167.485,166.48,42.0,0.0,173,-0.556823,0.143252,2081,2081,9.7,7.1,6.9,7.1,7.2,5,36.3,37.1,53.9,4.45,,,44374,3.5,79.0,2432.0,8.8,1431.0,56845,56845,56847.0,56829.0,56847,70.81,0.347
100.25,14.91,0.079,435,5731.6,5729.4,158.61,167.88,166.595,41.2,0.0,173,-0.556823,0.151211,1432,1459,7.1,8.4,8.2,8.4,8.4,8,38.7,39.5,53.2,4.74,,,44374,3.5,78.98,14090.0,9.4,1690.0,56855,56855,56857.0,56839.0,56857,70.81,0.351
90.29,23.83,0.076,440,5733.7,5739.3,111.675,117.69,136.415,71.3,0.02,132,0.618662,0.120714,1079,1106,6.9,8.4,8.0,8.4,8.3,9,38.7,39.5,50.5,4.99,329.0,32.9,44226,3.62,79.18,6410.0,9.4,1626.0,55828,55828,55830.0,,55830,74.1,0.307
99.02,25.44,0.072,415,5761.9,5761.6,128.015,135.34,124.76,46.0,0.03,132,0.618662,0.112667,4899,4899,7.1,8.2,7.5,8.2,7.4,9,37.1,37.9,50.0,4.9,337.0,33.0,44226,3.62,79.18,2438.0,8.9,1338.0,55829,55829,55831.0,55813.0,55831,74.54,0.311
