311X223,311X189,311X25,311X26,311X88,311X87,311X32,311X86,311X89,311X90,311X193,311X205,311X207,311X203,311X192,311X69,311X196,311X154,311X33,311X188,311X194,311X204,311X68,311X29,311X1,311X190,311X191,311X187,311X30,311X183,311X184,311X197,311X70,311X129,311X137,311X133,311X135,210X193,311X211,311X152,420X97,311X134,311X171,311X59,311X7,311X71,311X6,311X164,311X151,311X22,Value
198.0,54.7,12528.0,12528.0,10.4,9.8,300.0,10.4,9.1,9.6,14.02,58.6,58.6,58.6,14.01,6.1,14.01,0.0,300.0,48.8,14.06,57.7,5.3,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.01,4.8,0.0,9.2,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.197219462
198.0,54.7,12528.0,12528.0,10.4,9.8,300.0,10.4,9.1,9.6,14.02,58.6,58.6,58.6,14.01,6.1,14.01,0.0,300.0,48.8,14.06,57.7,5.3,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.0,4.8,0.0,9.2,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.197219462
198.0,57.2,12529.0,12529.0,10.3,9.8,300.0,9.3,9.0,9.6,14.02,58.3,58.3,58.3,14.01,6.1,14.01,0.0,300.0,48.9,14.06,57.6,5.4,300.0,1.0,48.7,48.7,48.7,300.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.01,4.78,0.0,9.4,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.112323341
198.0,57.2,12529.0,12529.0,10.3,9.8,300.0,9.3,9.0,9.6,14.02,58.3,58.3,58.3,14.01,6.1,14.01,0.0,300.0,48.9,14.06,57.6,5.4,300.0,1.0,48.7,48.7,48.7,300.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.0,4.78,0.0,9.4,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.112323341
109.0,51.2,6783.0,6783.0,8.0,7.6,301.0,8.0,7.3,7.7,14.11,54.8,54.8,54.8,14.12,6.9,14.11,-0.1,301.0,44.6,14.12,54.0,5.8,301.0,6.0,44.4,44.4,44.4,301.0,37.1,37.9,14.11,5.0,0.0,12.9,12.9,12.9,0.03,4.92,0.0,9.6,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.6,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.756221803
198.0,56.1,11821.0,11821.0,9.7,9.4,300.0,9.4,9.1,10.2,14.02,58.6,58.6,58.6,14.01,5.9,14.01,0.0,301.0,48.6,14.06,58.5,5.2,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.5,0.2,12.9,12.9,12.9,0.02,4.77,0.0,8.7,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.0,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.122650814
198.0,55.3,11817.0,11817.0,9.9,9.5,300.0,9.9,8.6,9.8,14.02,58.8,58.9,58.8,14.01,6.0,14.01,0.0,300.0,48.7,14.06,58.0,5.3,300.0,1.0,48.5,48.5,48.5,300.0,37.0,37.8,14.07,4.6,0.2,12.9,12.9,12.9,0.02,4.75,0.0,9.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.952163652
101.0,52.7,2700.0,2700.0,8.9,8.6,301.0,8.8,8.2,8.8,14.09,57.4,57.4,57.4,14.08,6.5,14.08,0.0,301.0,46.9,14.12,57.0,5.8,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,4.8,0.1,12.9,12.9,12.9,0.02,4.88,0.0,9.0,12.9,20170600000000.0,20170600000000.0,20170600000000.0,6.7,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.068079987
50.0,51.0,2817.0,2844.0,8.1,7.8,301.0,8.1,7.4,8.0,14.1,54.3,54.3,54.3,14.09,7.0,14.13,-0.1,301.0,46.3,14.13,53.6,6.3,301.0,11.0,46.2,46.2,46.2,301.0,38.7,39.5,14.12,5.6,0.1,13.1,13.1,13.1,0.03,4.85,-0.1,9.6,13.1,20170600000000.0,20170600000000.0,20170600000000.0,6.0,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.652616912
101.0,53.4,2704.0,2704.0,8.8,8.4,301.0,8.7,7.4,9.5,14.09,57.5,57.4,57.5,14.08,6.8,14.08,0.0,301.0,47.0,14.12,57.0,6.0,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,5.5,0.1,12.9,12.9,12.9,0.02,4.79,0.0,8.9,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.7,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.954648254
50.0,51.3,2821.0,2848.0,8.1,7.8,301.0,8.1,7.4,8.5,14.11,54.3,54.4,54.3,14.09,7.0,14.13,-0.1,302.0,46.3,14.14,53.7,6.1,301.0,11.0,46.1,46.2,46.2,301.0,38.7,39.5,14.12,5.6,0.1,13.1,13.1,13.1,0.02,4.97,-0.1,9.3,13.1,20170600000000.0,20170600000000.0,20170600000000.0,5.7,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.739788864
109.0,50.8,6780.0,6780.0,8.0,7.6,301.0,7.9,7.0,7.6,14.11,54.8,54.7,54.7,14.08,6.2,14.07,-0.1,301.0,44.6,14.16,54.0,5.7,301.0,6.0,44.4,44.4,44.4,301.0,37.1,37.9,14.11,5.2,0.0,12.9,12.9,12.9,0.02,4.98,0.0,8.5,12.9,20170600000000.0,20170600000000.0,20170641321044.547,5.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.908289216
50.0,51.9,2824.0,2851.0,8.5,8.2,301.0,8.5,7.8,8.0,14.11,54.2,54.1,54.1,14.09,6.9,14.09,-0.1,302.0,46.3,14.13,53.6,6.2,301.0,11.0,46.2,46.2,46.2,301.0,38.7,39.5,14.12,5.4,0.1,13.0,13.1,13.1,0.02,4.7,-0.1,8.7,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.5,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.911308341
101.0,52.0,2725.0,2725.0,9.1,8.6,301.0,9.1,8.2,8.9,14.09,57.5,57.5,57.5,14.08,6.5,14.08,0.0,301.0,46.9,14.12,57.0,6.0,301.0,0.0,46.7,46.8,46.8,301.0,37.1,37.9,14.09,5.3,0.1,12.9,12.9,12.9,0.01,4.97,0.0,9.2,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.3,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.77797922
50.0,53.3,2838.0,2865.0,8.6,8.2,301.0,8.6,7.7,8.9,14.11,54.3,54.3,54.3,14.09,6.9,14.13,-0.1,301.0,46.3,14.18,53.7,6.2,301.0,11.0,46.1,46.2,46.2,301.0,38.7,39.5,14.12,5.5,0.1,13.0,13.1,13.1,0.02,4.71,-0.1,9.3,13.1,20170600000000.0,20170600000000.0,20170600000000.0,5.7,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.561720852
109.0,50.8,6798.0,6798.0,8.4,7.5,301.0,8.4,7.0,8.6,14.11,54.9,54.8,54.8,14.08,6.8,14.12,0.0,301.0,44.6,14.18,54.0,5.7,301.0,6.0,44.4,44.4,44.4,301.0,37.1,37.9,14.11,4.7,0.0,12.9,12.9,12.9,0.0,4.75,0.0,9.5,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.751734564
198.0,54.3,11837.0,11837.0,10.3,9.6,300.0,10.3,9.1,9.6,14.02,58.7,58.7,58.7,14.01,5.9,14.01,0.0,301.0,48.8,14.06,57.9,5.2,300.0,1.0,48.5,48.5,48.5,301.0,37.0,37.8,14.07,4.5,0.2,12.9,12.9,12.9,0.0,4.93,0.0,8.5,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.7,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.018343098
101.0,52.2,2721.0,2721.0,9.1,8.3,301.0,9.1,7.8,8.8,14.09,57.8,57.8,57.7,14.08,6.5,14.08,0.0,301.0,46.9,14.12,57.4,5.9,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,5.2,0.1,12.9,12.9,12.9,0.01,4.96,0.0,9.5,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.3,20170600000000.0,20170642139175.258,0.0,20170600000000.0,2.69196539
101.0,52.4,2723.0,2723.0,8.8,8.4,301.0,8.8,8.0,8.8,14.09,57.6,57.5,57.5,14.08,6.5,14.08,-0.1,301.0,47.0,14.12,57.1,5.9,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,5.2,0.1,12.9,12.9,12.9,0.0,4.87,0.0,9.6,12.9,20170600000000.0,20170600000000.0,20170641321044.547,5.7,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.722004799
109.0,50.0,6804.0,6804.0,8.2,7.8,301.0,8.2,7.5,7.9,14.12,54.7,54.7,54.7,14.12,6.7,14.12,-0.1,301.0,44.6,14.12,54.0,5.9,301.0,6.0,44.4,44.5,44.5,301.0,37.1,37.9,14.11,5.3,0.0,12.9,12.9,12.9,0.01,4.86,0.0,9.3,12.9,20170600000000.0,20170600000000.0,20170641321044.547,5.5,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.769098405
109.0,50.5,6785.0,6785.0,8.0,7.6,301.0,7.6,7.1,7.8,14.09,54.7,54.6,54.7,14.08,6.2,14.08,0.0,301.0,44.6,14.12,54.1,5.6,301.0,6.0,44.4,44.4,44.4,301.0,37.1,37.9,14.11,4.8,0.0,12.9,12.9,12.9,0.03,4.77,0.0,9.6,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.0,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.649478629
198.0,57.0,11823.0,11823.0,10.1,9.3,300.0,10.1,8.6,10.3,14.02,58.7,58.7,58.7,14.01,6.0,14.01,0.0,300.0,48.8,14.06,57.9,5.3,300.0,1.0,48.5,48.6,48.5,300.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.03,4.74,0.0,9.4,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.7,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.962306311
50.0,53.1,2827.0,2854.0,8.9,8.4,301.0,8.9,8.0,8.6,14.11,54.2,54.2,54.2,14.13,6.8,14.14,-0.1,302.0,46.3,14.13,53.6,6.1,301.0,11.0,46.2,46.2,46.2,301.0,38.7,39.5,14.12,5.2,0.1,13.0,13.1,13.1,0.03,4.67,-0.1,8.5,13.1,20170600000000.0,20170600000000.0,20170600000000.0,5.5,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.732028564
53.0,51.4,3618.0,3645.0,8.2,8.0,301.0,8.1,7.4,8.3,14.11,54.4,54.3,54.3,14.13,6.9,14.09,-0.1,301.0,46.2,14.13,53.9,6.0,301.0,11.0,46.1,46.2,46.2,301.0,38.7,39.5,14.12,5.1,0.1,13.1,13.0,13.1,0.03,4.87,-0.1,8.5,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.2,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.94724567
53.0,51.4,3618.0,3645.0,8.2,8.0,301.0,8.1,7.4,8.3,14.11,54.4,54.3,54.3,14.13,6.9,14.09,-0.1,301.0,46.2,14.13,53.9,6.0,301.0,11.0,46.1,46.2,46.2,301.0,38.7,39.5,14.12,5.1,0.1,13.1,13.0,13.1,0.01,4.87,-0.1,8.5,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.2,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.94724567
109.0,52.4,7602.0,7602.0,8.3,7.7,301.0,8.3,7.2,8.0,14.12,54.7,54.6,54.7,14.12,6.7,14.11,0.0,301.0,44.7,14.17,54.1,5.8,301.0,6.0,44.5,44.6,44.6,301.0,37.1,37.9,14.11,5.2,0.0,12.9,12.9,12.9,0.03,4.74,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.3,20170641589403.973,20170600000000.0,0.0,20170642819499.34,2.877755523
109.0,52.4,7602.0,7602.0,8.3,7.7,301.0,8.3,7.2,8.0,14.12,54.7,54.6,54.7,14.12,6.7,14.11,0.0,301.0,44.7,14.17,54.1,5.8,301.0,6.0,44.5,44.6,44.6,301.0,37.1,37.9,14.11,5.2,0.0,12.9,12.9,12.9,0.01,4.74,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.3,20170641589403.973,20170600000000.0,0.0,20170642819499.34,2.877755523
198.0,58.3,12540.0,12540.0,10.0,9.8,300.0,9.8,9.3,10.1,14.02,58.5,58.5,58.5,14.01,6.3,14.01,0.0,301.0,48.8,14.07,57.7,5.4,300.0,1.0,48.6,48.6,48.6,300.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.01,4.58,0.0,9.7,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.975450932
198.0,58.3,12540.0,12540.0,10.0,9.8,300.0,9.8,9.3,10.1,14.02,58.5,58.5,58.5,14.01,6.3,14.01,0.0,301.0,48.8,14.07,57.7,5.4,300.0,1.0,48.6,48.6,48.6,300.0,37.0,37.8,14.07,4.7,0.2,12.9,12.9,12.9,0.01,4.58,0.0,9.7,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.975450932
101.0,51.8,3378.0,3378.0,8.9,8.7,301.0,8.8,8.1,9.1,14.09,57.6,57.5,57.5,14.08,7.2,14.09,0.0,301.0,47.0,14.13,57.0,6.0,301.0,0.0,46.8,46.9,46.8,301.0,37.1,37.9,14.09,5.3,0.1,12.9,12.9,12.9,0.02,4.99,0.0,9.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.6,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.783130311
101.0,51.8,3378.0,3378.0,8.9,8.7,301.0,8.8,8.1,9.1,14.09,57.6,57.5,57.5,14.08,7.2,14.09,0.0,301.0,47.0,14.13,57.0,6.0,301.0,0.0,46.8,46.9,46.8,301.0,37.1,37.9,14.09,5.3,0.1,12.9,12.9,12.9,0.01,4.99,0.0,9.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.6,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.783130311
53.0,52.0,3615.0,3642.0,8.6,8.2,301.0,8.6,7.7,8.7,14.11,54.4,54.3,54.3,14.09,6.7,14.09,-0.1,301.0,46.2,14.14,54.2,6.2,301.0,11.0,46.2,46.3,46.2,301.0,38.7,39.5,14.12,5.3,0.1,13.1,13.0,13.1,0.03,4.94,-0.1,8.6,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170642819499.34,2.834119417
53.0,52.0,3615.0,3642.0,8.6,8.2,301.0,8.6,7.7,8.7,14.11,54.4,54.3,54.3,14.09,6.7,14.09,-0.1,301.0,46.2,14.14,54.2,6.2,301.0,11.0,46.2,46.3,46.2,301.0,38.7,39.5,14.12,5.3,0.1,13.1,13.0,13.1,0.01,4.94,-0.1,8.6,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170642819499.34,2.834119417
198.0,55.2,12541.0,12541.0,10.2,9.6,300.0,10.2,9.1,9.8,14.02,58.6,58.5,58.5,14.01,6.3,14.01,0.0,301.0,48.8,14.06,57.8,5.4,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.6,0.2,12.9,12.9,12.9,0.02,4.71,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.133830561
198.0,55.2,12541.0,12541.0,10.2,9.6,300.0,10.2,9.1,9.8,14.02,58.6,58.5,58.5,14.01,6.3,14.01,0.0,301.0,48.8,14.06,57.8,5.4,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.6,0.2,12.9,12.9,12.9,0.01,4.71,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.8,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.133830561
101.0,53.0,3379.0,3379.0,9.2,8.5,301.0,9.2,7.9,8.9,14.09,57.4,57.4,57.4,14.08,6.5,14.08,0.0,301.0,47.0,14.13,57.0,5.9,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,5.4,0.1,12.9,12.9,12.9,0.02,4.8,0.0,9.7,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.845201545
101.0,53.0,3379.0,3379.0,9.2,8.5,301.0,9.2,7.9,8.9,14.09,57.4,57.4,57.4,14.08,6.5,14.08,0.0,301.0,47.0,14.13,57.0,5.9,301.0,0.0,46.8,46.8,46.8,301.0,37.1,37.9,14.09,5.4,0.1,12.9,12.9,12.9,0.01,4.8,0.0,9.7,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.845201545
53.0,51.9,3616.0,3643.0,8.6,8.2,301.0,8.6,7.8,8.5,14.1,54.3,54.3,54.2,14.09,7.0,14.09,-0.1,301.0,46.4,14.13,53.6,6.1,301.0,11.0,46.2,46.3,46.2,301.0,38.7,39.5,14.12,5.3,0.1,13.1,13.1,13.1,0.04,4.8,-0.1,9.8,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.5,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.804543811
53.0,51.9,3616.0,3643.0,8.6,8.2,301.0,8.6,7.8,8.5,14.1,54.3,54.3,54.2,14.09,7.0,14.09,-0.1,301.0,46.4,14.13,53.6,6.1,301.0,11.0,46.2,46.3,46.2,301.0,38.7,39.5,14.12,5.3,0.1,13.1,13.1,13.1,0.01,4.8,-0.1,9.8,13.0,20170600000000.0,20170600000000.0,20170600000000.0,5.5,20170600000000.0,20170600000000.0,-0.1,20170600000000.0,2.804543811
198.0,55.2,12542.0,12542.0,10.0,9.6,300.0,9.8,9.0,10.2,14.02,58.5,58.5,58.5,14.01,6.0,14.01,0.0,301.0,48.8,14.06,57.7,5.4,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.5,0.2,12.9,12.9,12.9,0.01,4.81,0.0,8.6,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170642819499.34,3.291524705
198.0,55.2,12542.0,12542.0,10.0,9.6,300.0,9.8,9.0,10.2,14.02,58.5,58.5,58.5,14.01,6.0,14.01,0.0,301.0,48.8,14.06,57.7,5.4,301.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.5,0.2,12.9,12.9,12.9,0.01,4.81,0.0,8.6,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.9,20170600000000.0,20170600000000.0,0.0,20170642819499.34,3.291524705
101.0,52.9,3380.0,3380.0,8.9,8.6,301.0,8.6,8.1,8.8,14.09,57.4,57.3,57.4,14.09,6.7,14.08,0.0,301.0,47.0,14.13,56.9,5.9,301.0,0.0,46.9,46.9,46.9,301.0,37.1,37.9,14.09,4.9,0.1,12.9,12.9,12.9,0.0,4.82,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.96803747
101.0,52.9,3380.0,3380.0,8.9,8.6,301.0,8.6,8.1,8.8,14.09,57.4,57.3,57.4,14.09,6.7,14.08,0.0,301.0,47.0,14.13,56.9,5.9,301.0,0.0,46.9,46.9,46.9,301.0,37.1,37.9,14.09,4.9,0.1,12.9,12.9,12.9,0.0,4.82,0.0,8.8,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.96803747
53.0,52.1,3617.0,3644.0,8.5,8.0,301.0,8.5,7.3,8.7,14.11,54.3,54.3,54.3,14.09,6.7,14.09,-0.1,301.0,46.4,14.14,53.6,6.2,301.0,11.0,46.2,46.2,46.2,301.0,38.7,39.5,14.12,5.0,0.1,13.0,13.1,13.1,0.02,4.9,-0.1,9.3,13.1,20170600000000.0,20170600000000.0,20170600000000.0,5.6,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.864424125
53.0,52.1,3617.0,3644.0,8.5,8.0,301.0,8.5,7.3,8.7,14.11,54.3,54.3,54.3,14.09,6.7,14.09,-0.1,301.0,46.4,14.14,53.6,6.2,301.0,11.0,46.2,46.2,46.2,301.0,38.7,39.5,14.12,5.0,0.1,13.0,13.1,13.1,0.01,4.9,-0.1,9.3,13.1,20170600000000.0,20170600000000.0,20170600000000.0,5.6,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.864424125
198.0,55.8,12543.0,12543.0,10.2,9.6,300.0,10.2,9.0,9.8,14.02,58.6,58.6,58.6,14.01,6.3,14.01,0.0,300.0,48.9,14.06,57.7,5.4,300.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.8,0.2,12.9,12.9,12.9,0.01,4.7,0.0,9.3,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.5,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.172917341
198.0,55.8,12543.0,12543.0,10.2,9.6,300.0,10.2,9.0,9.8,14.02,58.6,58.6,58.6,14.01,6.3,14.01,0.0,300.0,48.9,14.06,57.7,5.4,300.0,1.0,48.6,48.6,48.6,301.0,37.0,37.8,14.07,4.8,0.2,12.9,12.9,12.9,0.01,4.7,0.0,9.3,12.9,20170600000000.0,20170600000000.0,20170600000000.0,4.5,20170600000000.0,20170600000000.0,0.0,20170600000000.0,3.172917341
101.0,52.7,3381.0,3381.0,9.0,8.8,301.0,8.9,8.3,9.3,14.09,57.5,57.5,57.4,14.09,6.6,14.09,-0.1,301.0,47.0,14.13,57.0,6.0,301.0,0.0,46.8,46.9,46.9,301.0,37.1,37.9,14.09,5.6,0.1,12.9,12.9,12.9,0.01,4.84,0.0,8.3,12.9,20170600000000.0,20170600000000.0,20170600000000.0,5.4,20170600000000.0,20170600000000.0,0.0,20170600000000.0,2.999257371
