311X223,311X88,311X25,311X26,311X87,311X86,311X154,311X89,311X189,311X90,311X188,311X59,311X190,311X171,311X152,311X164,311X187,311X191,311X22,311X6,311X163,311X203,311X7,311X205,311X207,310X56,300X14,300X9,311X55,300X3,300X6,311X129,311X56,220X67,311X170,220X71,300X20,300X10,311X20,300X2,311X155,311X151,311X60,300X7,300X13,311X204,520X351,210X204,520X246,520X144
198,10.0,14021,14021,9.6,10.0,0.0,9.2,55.0,9.8,48.9,20170700000000.0,48.6,20170700000000.0,0.0,20170700000000.0,48.7,48.6,20170700000000.0,20170700000000.0,20170700000000.0,58.4,20170700000000.0,58.4,58.4,2017070000000000.0,20170700000000.0,20170700000000.0,,,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,,20170700000000.0,20170700000000.0,57.6,27086.0,20170700000000.0,27110,27109
101,8.7,4741,4741,8.6,8.7,-0.1,7.9,52.5,9.0,46.9,20170700000000.0,46.8,20170700000000.0,0.0,20170700000000.0,46.8,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.5,20170700000000.0,57.5,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.0,27093.0,20170700000000.0,27117,27116
101,8.7,4741,4741,8.6,8.7,-0.1,7.9,52.5,9.0,46.9,20170700000000.0,46.8,20170700000000.0,0.0,20170700000000.0,46.8,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.5,20170700000000.0,57.5,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.0,27093.0,20170700000000.0,27117,27116
54,8.2,5910,5937,7.9,8.2,-0.1,7.3,51.3,7.8,46.0,20170700000000.0,46.0,,-0.1,20170700000000.0,46.0,46.0,20170700000000.0,20170700000000.0,20170700000000.0,54.1,20170700000000.0,54.1,54.1,2017070000000000.0,,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,-0.1,20170700000000.0,20170700000000.0,20170700000000.0,54.0,27523.0,20170700000000.0,27547,27546
198,9.4,14438,14438,9.1,9.4,0.0,8.5,56.8,9.7,48.5,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.3,20170700000000.0,58.3,58.3,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,58.1,27524.0,20170700000000.0,27548,27547
101,8.5,5147,5147,8.1,8.2,-0.1,7.9,51.7,8.7,46.8,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.7,46.7,20170700000000.0,20170700000000.0,20170700000000.0,57.5,20170700000000.0,57.5,57.6,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.2,27525.0,20170700000000.0,27549,27548
198,10.3,14185,14185,9.6,10.3,0.0,8.9,55.2,9.7,48.7,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.5,,58.6,58.5,2017070000000000.0,,,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.7,65059.0,20170700000000.0,65075,65075
101,8.6,4894,4894,8.2,8.1,-0.1,7.5,52.1,8.4,46.9,,46.7,,0.0,20170700000000.0,46.7,46.7,20170700000000.0,20170700000000.0,20170700000000.0,57.5,,57.5,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.0,65060.0,20170700000000.0,65076,65076
198,9.8,14173,14173,9.3,9.8,0.0,8.6,55.3,9.6,48.6,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.6,20170700000000.0,20170700000000.0,20170700000000.0,58.4,20170700000000.0,58.5,58.4,2017070000000000.0,,,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,58.4,65035.0,20170700000000.0,65051,65051
101,8.6,4882,4882,8.1,8.6,-0.1,7.3,50.4,8.6,46.8,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.7,46.7,20170700000000.0,20170700000000.0,20170700000000.0,57.7,20170700000000.0,57.7,57.7,2017070000000000.0,,,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.4,65036.0,20170700000000.0,65052,65052
54,8.4,5815,5842,8.0,8.4,-0.1,7.7,50.9,8.0,46.2,20170700000000.0,46.0,20170700000000.0,-0.1,20170700000000.0,46.0,46.0,20170700000000.0,20170700000000.0,20170700000000.0,54.0,20170700000000.0,54.1,54.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,,,20170700000000.0,-0.1,-0.1,,20170700000000.0,20170700000000.0,53.4,65009.0,20170700000000.0,65025,65025
198,9.7,14343,14343,9.4,9.7,0.0,8.8,57.0,9.6,48.7,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.3,20170700000000.0,58.4,58.3,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,,,57.6,65010.0,20170700000000.0,65026,65026
101,9.3,5052,5052,8.6,9.3,-0.1,8.2,52.4,9.1,46.9,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.7,46.7,20170700000000.0,,20170700000000.0,57.5,20170700000000.0,57.6,57.5,2017070000000000.0,,,,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,,20170700000000.0,20170700000000.0,57.0,65011.0,20170700000000.0,65027,65027
101,8.9,5068,5068,8.4,8.9,-0.1,7.6,52.7,8.8,46.9,20170700000000.0,46.8,20170700000000.0,0.0,20170700000000.0,46.8,46.9,20170700000000.0,20170700000000.0,20170700000000.0,57.4,20170700000000.0,57.5,57.4,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,,0.0,0.0,20170700000000.0,,,56.9,27346.0,20170700000000.0,27370,27369
54,8.8,5832,5859,8.4,8.8,-0.1,8.0,53.4,8.4,46.2,20170700000000.0,46.0,20170700000000.0,-0.1,20170700000000.0,46.1,46.1,20170700000000.0,20170700000000.0,20170700000000.0,54.1,20170700000000.0,54.1,54.1,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,53.5,27347.0,20170700000000.0,27371,27370
101,9.0,5060,5060,8.4,9.0,-0.1,7.9,52.1,8.9,46.9,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.8,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.4,20170700000000.0,57.4,57.4,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,,20170700000000.0,56.9,27322.0,20170700000000.0,27346,27345
54,8.3,5824,5851,8.0,8.3,-0.1,7.7,50.6,8.1,46.3,20170700000000.0,46.1,20170700000000.0,-0.1,20170700000000.0,46.1,46.1,,20170700000000.0,20170700000000.0,54.1,20170700000000.0,54.1,54.1,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,-0.1,-0.1,20170700000000.0,20170700000000.0,20170700000000.0,53.4,27323.0,20170700000000.0,27347,27346
198,10.0,14352,14352,9.5,10.0,0.0,8.9,54.8,10.1,48.8,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.3,20170700000000.0,58.3,58.3,2017070000000000.0,20170700000000.0,,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.0,0.0,20170700000000.0,,20170700000000.0,57.6,27324.0,20170700000000.0,27348,27347
54,8.2,5827,5854,7.8,8.2,-0.1,7.4,51.8,8.1,46.2,20170700000000.0,46.1,20170700000000.0,-0.1,20170700000000.0,46.2,46.1,20170700000000.0,20170700000000.0,20170700000000.0,53.9,,54.0,53.9,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,-0.1,0.0,,20170700000000.0,20170700000000.0,53.4,27332.0,20170700000000.0,27356,27355
198,9.6,15342,15342,9.4,9.5,0.0,9.0,54.5,9.7,48.8,20170700000000.0,48.6,20170700000000.0,0.0,20170700000000.0,48.6,48.6,20170700000000.0,20170700000000.0,20170700000000.0,58.1,20170700000000.0,58.1,58.1,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,,20170700000000.0,20170700000000.0,57.3,65745.0,20170700000000.0,65761,65761
198,9.5,15334,15334,9.2,9.4,0.0,8.7,56.3,9.0,48.6,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.6,48.6,20170700000000.0,20170700000000.0,20170700000000.0,58.1,,58.1,58.1,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,58.0,65720.0,20170700000000.0,65736,65736
101,8.5,6033,6033,8.0,7.9,0.0,7.1,50.4,8.1,46.8,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.7,46.7,,20170700000000.0,20170700000000.0,57.5,,57.5,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.2,65721.0,20170700000000.0,65737,65737
198,9.8,15338,15338,9.5,9.8,0.0,9.2,54.9,9.7,48.8,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.6,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.3,20170700000000.0,58.3,58.4,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.4,65732.0,20170700000000.0,65748,65748
101,9.0,6037,6037,8.5,9.0,-0.1,8.0,52.1,9.0,47.0,20170700000000.0,46.9,20170700000000.0,0.0,20170700000000.0,46.9,46.9,20170700000000.0,20170700000000.0,20170700000000.0,57.3,20170700000000.0,57.3,57.3,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,56.9,65733.0,20170700000000.0,65749,65749
198,10.3,15340,15340,9.5,9.6,0.0,8.8,55.7,9.3,48.8,20170700000000.0,48.6,20170700000000.0,0.0,20170700000000.0,48.6,48.6,20170700000000.0,20170700000000.0,20170700000000.0,58.2,20170700000000.0,58.2,58.2,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,,20170700000000.0,20170700000000.0,57.4,65738.0,20170700000000.0,65754,65754
101,8.9,6039,6039,8.5,8.4,-0.1,8.2,51.7,8.8,47.0,20170700000000.0,46.8,20170700000000.0,0.0,20170700000000.0,46.9,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.3,,57.4,57.3,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,56.9,65739.0,20170700000000.0,65755,65755
54,8.1,6741,6768,7.9,8.0,-0.1,7.4,52.3,8.3,46.0,20170700000000.0,46.0,20170700000000.0,-0.1,20170700000000.0,46.0,46.0,20170700000000.0,20170700000000.0,20170700000000.0,54.0,20170700000000.0,54.0,54.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,-0.1,-0.1,20170700000000.0,20170700000000.0,20170700000000.0,53.6,65743.0,20170700000000.0,65759,65759
198,9.8,14360,14360,9.6,9.8,0.0,9.2,57.7,9.8,48.7,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.4,20170700000000.0,58.4,58.4,2017070000000000.0,20170700000000.0,,20170700000000.0,,,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,,20170700000000.0,20170700000000.0,57.6,65178.0,20170700000000.0,65194,65194
101,9.1,5069,5069,8.6,8.5,-0.1,8.0,52.9,9.0,46.9,20170700000000.0,46.8,20170700000000.0,0.0,20170700000000.0,46.8,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.5,20170700000000.0,57.5,57.4,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,,,56.9,65179.0,20170700000000.0,65195,65195
54,8.7,5751,5778,8.4,8.7,-0.1,7.8,51.5,8.7,46.3,20170700000000.0,46.2,20170700000000.0,0.0,20170700000000.0,46.2,46.2,20170700000000.0,20170700000000.0,20170700000000.0,53.9,,53.9,53.9,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,,20170700000000.0,20170700000000.0,-0.1,0.0,20170700000000.0,20170700000000.0,20170700000000.0,53.4,65280.0,20170700000000.0,65296,65296
54,8.0,5743,5770,7.8,7.9,-0.1,7.4,50.2,8.4,46.3,20170700000000.0,46.2,20170700000000.0,-0.1,20170700000000.0,46.2,46.2,20170700000000.0,20170700000000.0,20170700000000.0,54.2,20170700000000.0,54.2,54.2,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,-0.1,-0.1,20170700000000.0,20170700000000.0,20170700000000.0,53.5,65256.0,20170700000000.0,65272,65272
198,10.2,14156,14156,9.6,10.2,0.0,8.7,55.1,9.9,48.7,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.6,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.5,20170700000000.0,58.5,58.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.8,65257.0,20170700000000.0,65273,65273
198,10.2,14159,14159,9.5,9.8,0.0,9.0,57.5,9.5,48.7,20170700000000.0,48.5,20170700000000.0,0.0,20170700000000.0,48.5,48.5,20170700000000.0,20170700000000.0,20170700000000.0,58.6,20170700000000.0,58.6,58.6,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.2,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,57.7,65266.0,20170700000000.0,65282,65282
101,9.0,5085,5085,8.6,9.0,0.0,7.9,51.5,8.7,46.9,20170700000000.0,46.7,20170700000000.0,0.0,20170700000000.0,46.7,46.8,20170700000000.0,20170700000000.0,20170700000000.0,57.4,,57.5,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,20170700000000.0,20170700000000.0,56.9,65507.0,20170700000000.0,65523,65523
54,8.2,5849,5876,8.1,8.2,-0.1,7.6,50.9,7.9,46.2,20170700000000.0,46.1,20170700000000.0,-0.1,20170700000000.0,46.1,46.1,20170700000000.0,20170700000000.0,20170700000000.0,54.0,20170700000000.0,54.1,54.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,-0.1,0.0,20170700000000.0,20170700000000.0,20170700000000.0,53.4,65508.0,20170700000000.0,65524,65524
101,8.4,5077,5077,8.2,8.2,0.0,7.5,50.9,8.3,46.8,20170700000000.0,46.7,20170700000000.0,0.0,,46.7,46.7,20170700000000.0,20170700000000.0,20170700000000.0,57.6,,57.6,57.5,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.0,0.0,20170700000000.0,,,57.3,65483.0,20170700000000.0,65499,65499
54,8.2,5841,5868,7.9,8.2,-0.1,7.5,50.6,8.3,45.9,20170700000000.0,45.9,20170700000000.0,-0.1,20170700000000.0,45.9,45.9,20170700000000.0,20170700000000.0,20170700000000.0,53.9,20170700000000.0,53.9,53.9,2017070000000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,20170700000000.0,0.1,20170700000000.0,2017070000000000.0,20170700000000.0,2017070000000000.0,20170700000000.0,,20170700000000.0,20170700000000.0,0.0,-0.1,20170700000000.0,20170700000000.0,20170700000000.0,53.6,65484.0,20170700000000.0,65500,65500
